,Name,Description,Designation,Latitude,Longitude,States,Type,Free,Cost
,Cape Hatteras National Seashore,"Cape Hatteras National Seashore stretches along North Carolina’s Outer Banks and comprises three units—the Bodie Island Unit, the Hatteras Island Unit, and the Ocracoke Island Unit. In addition to historic lighthouses and lifesaving stations, the seashore protects miles of open beaches, dunes, salt marshes, and maritime forests, with scenic drives, backcountry hiking, and water-based recreation. Wildlife includes loggerhead and green sea turtles, shorebirds, pelicans, oState Parkreys, and bottlenose dolphins.",National Seashore,35.4137084,-75.650611,NC,National,TRUE,0
,Cape Henry Memorial,"This coastal memorial preserves the site where English colonists first landed at Cape Henry in 1607, marking the beginning of a lasting chapter in American history. The memorial sits on a windswept Atlantic shoreline near the Cape Henry Lighthouse, with interpretive diState Parklays that recount the voyage and early settlement. The surrounding maritime habitats—beaches, dunes, and tidal estuaries—support wildlife such as shorebirds, seabirds, and sea turtles.",National Memorial,36.9278094,-76.008822,VA,National,TRUE,0
,Cape Krusenstern National Monument,"Located along the Chukchi Sea in northwest Alaska, Cape Krusenstern National Monument preserves a coastline of ancient beach ridges, tidal lagoons, and expansive polygonal tundra. This Arctic landscape encompasses a mosaic of shorelines, wetlands, and upland habitats, as well as a rich tapestry of Indigenous cultural sites and travel routes. Wildlife includes caribou, wolves, bears, seals, shorebirds, and migratory waterfowl, with whales and other marine mammals offshore.",National Monument,67.4149999,-163.50378,AK,National,TRUE,0
,Cape Lookout National Seashore,"Stretching along North Carolina's southern Outer Banks, Cape Lookout National Seashore protects a chain of barrier islands with pristine beaches, shifting dunes, tidal marshes, and maritime forests. The area features the historic Cape Lookout Lighthouse, backcountry hiking, and kayaking, fishing, and wildlife viewing opportunities. Wildlife includes Shackleford Banks' wild horses, nesting loggerhead and green sea turtles, dolphins, and a variety of shorebirds.",National Seashore,34.8267961,-76.343191,NC,National,TRUE,0
,Capitol Hill Parks,"Located in the historic Capitol Hill neighborhood of Washington, D.C., Capitol Hill Parks consists of several small urban parks, including Lincoln Park, Eastern Market Park, and Stanton Park. These green State Parkaces provide tree-lined lawns, walkways, and memorials within a dense residential and civic setting. The parks serve as neighborhood gathering places and reflect the city’s early planning and commemorative history. Wildlife is typical of an urban environment and includes songbirds, squirrels, and other small mammals adapted to city landscapes.",National Historic Park,38.889993,-76.990332,DC,National,TRUE,0
,Capitol Reef National Park,"This region in southern Utah protects a nearly 100-mile-long warp in the earth's crust known as the Waterpocket Fold, revealing dramatic red cliffs, narrow canyons, and sandstone arches across a stark desert landscape. Within the park, the Fruita Historic District offers historic orchards, a restored schoolhouse, and opportunities for scenic drives and backcountry hiking.",National Park,38.2821653,-111.24705,UT,National,FALSE,20
,Captain John Smith Chesapeake National Trail,"This waterway corridor traces Captain John Smith's 1607–1609 explorations along the Chesapeake Bay and its tidal rivers, linking historic ports, colonial sites, and living landscapes. The route features estuaries, salt marshes, barrier islands, and forested shores with opportunities for paddling, boating, and shoreline exploration. Wildlife includes bald eagles, oState Parkreys, river otters, bottlenose dolphins, and a variety of waterfowl.",National Trail,38.971601,-76.483355,"VA,MD,DE,DC,PA,NY",National,TRUE,0
,Capulin Volcano National Monument,"This volcanic landscape sits on the high plains of northeastern New Mexico, highlighted by Capulin Volcano, a well-preserved cinder cone formed by ancient eruptions. A paved road climbs to the crater rim and loops around the cone, with short interpretive trails through lava flows and sagebrush prairie offering sweeping views of the plains and distant mountains. Wildlife includes pronghorn, mule deer, coyotes, and a variety of raptors and ground-dwelling birds.",National Monument,36.781711,-103.97104,NM,National,FALSE,20
,Carl Sandburg Home National Historic Site,"Nestled in the Blue Ridge foothills near Flat Rock, Carl Sandburg Home National Historic Site preserves Lang Syne, the poet’s hillside home, and a working farm. The landscape blends woodlands, pastures, and orchards with historic outbuildings and trails that invite visitors to experience Sandburg’s life and writings. Wildlife includes white-tailed deer, wild turkeys, and a variety of songbirds.",National Historic Site,35.2681551,-82.451063,NC,National,TRUE,0
,CarlState Beachad Caverns National Park,"Nestled in southeastern New Mexico, CarlState Beachad Caverns National Park protects a vast underground network of limestone caves. The centerpiece, CarlState Beachad Cavern, features the colossal Big Room and a labyrinth of chambers adorned with stalactites, stalagmites, and flowstones, explored via self-guided trails and ranger-led tours. Above ground, the Chihuahuan Desert supports creosote, ocotillo, yucca, and diverse wildlife, and at dusk a State Parkectacular colony of Mexican free-tailed bats emerges from the caverns.",National Park,32.1408946,-104.55297,NM,National,FALSE,1
,Carter G. Woodson Home National Historic Site,"This urban historic site preserves the home of Carter G. Woodson in the Shaw neighborhood of Washington, D.C. The two-story brick house maintains period rooms and exhibits that chronicle Woodson’s life as a historian and the origins of Black History Month; the surrounding neighborhood reflects a long-running African American cultural community and the capital’s civil rights heritage.",National Historic Site,38.9108929,-77.024311,DC,National,TRUE,0
,Casa Grande Ruins National Monument,"Situated in the Sonoran Desert between Phoenix and Tucson, this monument preserves the Great House and other Hohokam ruins, with a visitor center, shaded trails, and interpretive signs set in a cactus-dotted landscape. Desert wildlife such as coyotes, javelinas, roadrunners, lizards, and a variety of birds share the arid environment with saguaros and creosote bushes.",National Monument,32.9970258,-111.53254,AZ,National,TRUE,0
,Castillo de San Marcos National Monument,"Castillo de San Marcos National Monument sits on the edge of St. Augustine, Florida, overlooking Matanzas Bay along the Atlantic coast. This 17th-century coquina fortress—the oldest masonry fort in the continental United States—features thick walls, bastions, and centuries of coastal defense, with the surrounding estuary and beaches offering scenic views and coastal habitats. Wildlife includes wading birds such as herons and egrets, oState Parkreys and pelicans, with dolphins in the bay and sea turtles along nearby beaches.",National Monument,29.897857,-81.312172,FL,National,FALSE,15
,Castle Clinton National Monument,"Castle Clinton National Monument sits at the southern tip of Manhattan in Battery Park, preserving a circular brick fort built to defend New York Harbor in the early 1800s. The site later became Castle Garden, New York’s first immigrant processing center, welcoming generations of arrivals to the United States. Today, visitors explore the fort’s circular bastions, view exhibits about naval defense and the city’s immigrant legacy, and enjoy waterfront views along New York Harbor with the city skyline as a backdrop. This compact urban park offers a focused glimpse into two pivotal chapters of American history—military fortification and immigration—within a busy New York City harbor setting.",National Monument,40.703478,-74.016806,NY,National,TRUE,0
